id_achado,id_transacao,id_regra,severidade,data_deteccao,status_achado,valor_em_risco,descricao
AC000222,TX000278,R010,Alta,2026-04-27,Aberto,675.82,Pagamento a fornecedor sinalizado como parte relacionada.
AC000223,TX000279,R002,Alta,2025-11-12,Aberto,127418.43,"Pagamento de R$ 127.418,43 a fornecedor sem contrato vigente (acima do limite de R$ 50.000,00)."
AC000224,TX000279,R003,Alta,2025-11-12,Aberto,127418.43,Solicitante e aprovador são o mesmo colaborador.
AC000225,TX000280,R008,Baixa,2026-05-04,Aberto,0.0,Lançamento sem categoria de despesa.
AC000226,TX000281,R001,Alta,2026-01-17,Aberto,156490.7,"Valor de R$ 356.490,70 acima da alçada do aprovador (Gerente, limite R$ 200.000,00)."
AC000227,TX000281,R004,Baixa,2026-01-17,Falso positivo,0.0,Pagamento liquidado em sábado.
AC000228,TX000282,R004,Baixa,2025-06-28,Em análise,0.0,Pagamento liquidado em sábado.
AC000229,TX000286,R005,Alta,2025-11-03,Falso positivo,26113.79,Fornecedor com situação cadastral irregular na due diligence.
AC000230,TX000288,R005,Alta,2026-01-09,Resolvido,1865.99,Fornecedor com situação cadastral irregular na due diligence.
AC000231,TX000288,R009,Média,2026-01-09,Aberto,865.99,"Brinde/hospitalidade de R$ 1.865,99 acima do teto de R$ 1.000,00."
AC000232,TX000289,R005,Alta,2026-04-13,Aberto,5195.63,Fornecedor com situação cadastral irregular na due diligence.
AC000233,TX000289,R010,Alta,2026-04-13,Em análise,5195.63,Pagamento a fornecedor sinalizado como parte relacionada.
AC000234,TX000291,R004,Baixa,2025-11-01,Resolvido,0.0,Pagamento liquidado em sábado.
AC000235,TX000292,R001,Alta,2026-05-04,Em análise,3305.73,"Valor de R$ 13.305,73 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000236,TX000295,R001,Alta,2025-10-09,Falso positivo,178748.24,"Valor de R$ 378.748,24 acima da alçada do aprovador (Gerente, limite R$ 200.000,00)."
AC000237,TX000295,R005,Alta,2025-10-09,Em análise,378748.24,Fornecedor com situação cadastral irregular na due diligence.
AC000238,TX000298,R005,Alta,2026-02-10,Aberto,41847.67,Fornecedor com situação cadastral irregular na due diligence.
AC000239,TX000300,R005,Alta,2025-06-26,Aberto,3305.29,Fornecedor com situação cadastral irregular na due diligence.
AC000240,TX000301,R005,Alta,2025-10-20,Resolvido,28090.91,Fornecedor com situação cadastral irregular na due diligence.
AC000241,TX000302,R001,Alta,2025-09-01,Aberto,1125.59,"Valor de R$ 11.125,59 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000242,TX000305,R001,Alta,2026-01-23,Aberto,8079.31,"Valor de R$ 18.079,31 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000243,TX000306,R001,Alta,2025-06-23,Em análise,10061.19,"Valor de R$ 20.061,19 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000244,TX000308,R005,Alta,2025-06-25,Resolvido,8090.9,Fornecedor com situação cadastral irregular na due diligence.
AC000245,TX000308,R006,Média,2025-06-25,Resolvido,8090.9,"Possível fracionamento: 4 pagamentos ao mesmo fornecedor em 10 dias somando R$ 67.578,10."
AC000246,TX000308,R010,Alta,2025-06-25,Em análise,8090.9,Pagamento a fornecedor sinalizado como parte relacionada.
AC000247,TX000309,R005,Alta,2025-10-30,Aberto,1159.25,Fornecedor com situação cadastral irregular na due diligence.
AC000248,TX000310,R005,Alta,2026-02-25,Em análise,90844.2,Fornecedor com situação cadastral irregular na due diligence.
AC000249,TX000310,R010,Alta,2026-02-25,Resolvido,90844.2,Pagamento a fornecedor sinalizado como parte relacionada.
AC000250,TX000314,R005,Alta,2025-06-23,Em análise,31331.1,Fornecedor com situação cadastral irregular na due diligence.
AC000251,TX000314,R006,Média,2025-06-23,Resolvido,31331.1,"Possível fracionamento: 4 pagamentos ao mesmo fornecedor em 10 dias somando R$ 67.578,10."
AC000252,TX000314,R010,Alta,2025-06-23,Aberto,31331.1,Pagamento a fornecedor sinalizado como parte relacionada.
AC000253,TX000315,R001,Alta,2025-11-17,Aberto,53512.59,"Valor de R$ 103.512,59 acima da alçada do aprovador (Coordenador, limite R$ 50.000,00)."
AC000254,TX000316,R009,Média,2026-03-09,Aberto,2094.96,"Brinde/hospitalidade de R$ 3.094,96 acima do teto de R$ 1.000,00."
AC000255,TX000318,R010,Alta,2026-03-16,Aberto,2269.37,Pagamento a fornecedor sinalizado como parte relacionada.
AC000256,TX000321,R005,Alta,2026-03-02,Resolvido,39160.48,Fornecedor com situação cadastral irregular na due diligence.
AC000257,TX000323,R003,Alta,2025-10-08,Aberto,640289.49,Solicitante e aprovador são o mesmo colaborador.
AC000258,TX000324,R009,Média,2025-12-26,Aberto,2177.32,"Brinde/hospitalidade de R$ 3.177,32 acima do teto de R$ 1.000,00."
AC000259,TX000325,R010,Alta,2025-09-05,Em análise,25990.3,Pagamento a fornecedor sinalizado como parte relacionada.
AC000260,TX000327,R004,Baixa,2025-12-20,Aberto,0.0,Pagamento liquidado em sábado.
AC000261,TX000331,R004,Baixa,2026-04-04,Aberto,0.0,Pagamento liquidado em sábado.
AC000262,TX000333,R009,Média,2026-03-26,Aberto,2279.74,"Brinde/hospitalidade de R$ 3.279,74 acima do teto de R$ 1.000,00."
AC000263,TX000334,R010,Alta,2025-09-10,Em análise,4176.74,Pagamento a fornecedor sinalizado como parte relacionada.
AC000264,TX000338,R005,Alta,2026-02-02,Resolvido,1120.46,Fornecedor com situação cadastral irregular na due diligence.
AC000265,TX000342,R010,Alta,2025-06-30,Falso positivo,1216.36,Pagamento a fornecedor sinalizado como parte relacionada.
AC000266,TX000347,R010,Alta,2025-09-29,Aberto,15401.52,Pagamento a fornecedor sinalizado como parte relacionada.
AC000267,TX000350,R003,Alta,2026-05-04,Aberto,146964.92,Solicitante e aprovador são o mesmo colaborador.
AC000268,TX000350,R010,Alta,2026-05-04,Resolvido,146964.92,Pagamento a fornecedor sinalizado como parte relacionada.
AC000269,TX000351,R001,Alta,2026-03-19,Aberto,384976.1,"Valor de R$ 1.384.976,10 acima da alçada do aprovador (Diretor, limite R$ 1.000.000,00)."
AC000270,TX000351,R005,Alta,2026-03-19,Resolvido,1384976.1,Fornecedor com situação cadastral irregular na due diligence.
AC000271,TX000355,R001,Alta,2026-04-02,Aberto,1241812.89,"Valor de R$ 2.241.812,89 acima da alçada do aprovador (Diretor, limite R$ 1.000.000,00)."
AC000272,TX000355,R005,Alta,2026-04-02,Aberto,2241812.89,Fornecedor com situação cadastral irregular na due diligence.
AC000273,TX000356,R005,Alta,2025-08-11,Aberto,5439.4,Fornecedor com situação cadastral irregular na due diligence.
AC000274,TX000357,R002,Alta,2026-04-23,Aberto,165824.34,"Pagamento de R$ 165.824,34 a fornecedor sem contrato vigente (acima do limite de R$ 50.000,00)."
AC000275,TX000357,R005,Alta,2026-04-23,Aberto,165824.34,Fornecedor com situação cadastral irregular na due diligence.
AC000276,TX000358,R002,Alta,2026-05-25,Em análise,160209.6,"Pagamento de R$ 160.209,60 a fornecedor sem contrato vigente (acima do limite de R$ 50.000,00)."
AC000277,TX000359,R003,Alta,2026-01-12,Aberto,2187.17,Solicitante e aprovador são o mesmo colaborador.
AC000278,TX000360,R005,Alta,2025-08-05,Resolvido,34539.18,Fornecedor com situação cadastral irregular na due diligence.
AC000279,TX000361,R006,Média,2025-10-27,Falso positivo,26252.54,"Possível fracionamento: 3 pagamentos ao mesmo fornecedor em 10 dias somando R$ 69.634,13."
AC000280,TX000361,R010,Alta,2025-10-27,Aberto,26252.54,Pagamento a fornecedor sinalizado como parte relacionada.
AC000281,TX000363,R004,Baixa,2025-08-09,Falso positivo,0.0,Pagamento liquidado em sábado.
AC000282,TX000364,R005,Alta,2026-03-30,Aberto,267.5,Fornecedor com situação cadastral irregular na due diligence.
AC000283,TX000365,R001,Alta,2026-05-05,Aberto,2969.63,"Valor de R$ 12.969,63 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000284,TX000366,R001,Alta,2026-01-05,Aberto,261549.03,"Valor de R$ 461.549,03 acima da alçada do aprovador (Gerente, limite R$ 200.000,00)."
AC000285,TX000367,R009,Média,2026-01-12,Em análise,4619.12,"Brinde/hospitalidade de R$ 5.619,12 acima do teto de R$ 1.000,00."
AC000286,TX000373,R010,Alta,2026-03-02,Resolvido,677.6,Pagamento a fornecedor sinalizado como parte relacionada.
AC000287,TX000376,R005,Alta,2025-07-14,Resolvido,2411.49,Fornecedor com situação cadastral irregular na due diligence.
AC000288,TX000376,R010,Alta,2025-07-14,Resolvido,2411.49,Pagamento a fornecedor sinalizado como parte relacionada.
AC000289,TX000378,R001,Alta,2026-02-10,Resolvido,129932.2,"Valor de R$ 329.932,20 acima da alçada do aprovador (Gerente, limite R$ 200.000,00)."
AC000290,TX000378,R005,Alta,2026-02-10,Aberto,329932.2,Fornecedor com situação cadastral irregular na due diligence.
AC000291,TX000378,R010,Alta,2026-02-10,Aberto,329932.2,Pagamento a fornecedor sinalizado como parte relacionada.
AC000292,TX000379,R005,Alta,2026-05-13,Resolvido,1311.9,Fornecedor com situação cadastral irregular na due diligence.
AC000293,TX000380,R001,Alta,2025-09-08,Resolvido,59556.64,"Valor de R$ 259.556,64 acima da alçada do aprovador (Gerente, limite R$ 200.000,00)."
AC000294,TX000381,R001,Alta,2025-11-01,Falso positivo,2407.78,"Valor de R$ 12.407,78 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000295,TX000381,R004,Baixa,2025-11-01,Em análise,0.0,Pagamento liquidado em sábado.
AC000296,TX000383,R001,Alta,2025-07-09,Aberto,199450.29,"Valor de R$ 399.450,29 acima da alçada do aprovador (Gerente, limite R$ 200.000,00)."
AC000297,TX000383,R002,Alta,2025-07-09,Resolvido,399450.29,"Pagamento de R$ 399.450,29 a fornecedor sem contrato vigente (acima do limite de R$ 50.000,00)."
AC000298,TX000383,R003,Alta,2025-07-09,Aberto,399450.29,Solicitante e aprovador são o mesmo colaborador.
AC000299,TX000383,R005,Alta,2025-07-09,Em análise,399450.29,Fornecedor com situação cadastral irregular na due diligence.
AC000300,TX000383,R008,Baixa,2025-07-09,Em análise,0.0,Lançamento sem categoria de despesa.
AC000301,TX000385,R002,Alta,2026-01-27,Aberto,72209.08,"Pagamento de R$ 72.209,08 a fornecedor sem contrato vigente (acima do limite de R$ 50.000,00)."
AC000302,TX000385,R003,Alta,2026-01-27,Em análise,72209.08,Solicitante e aprovador são o mesmo colaborador.
AC000303,TX000386,R005,Alta,2026-04-13,Aberto,32312.33,Fornecedor com situação cadastral irregular na due diligence.
AC000304,TX000386,R010,Alta,2026-04-13,Aberto,32312.33,Pagamento a fornecedor sinalizado como parte relacionada.
AC000305,TX000390,R005,Alta,2025-12-15,Em análise,2310.28,Fornecedor com situação cadastral irregular na due diligence.
AC000306,TX000392,R001,Alta,2026-01-01,Aberto,2664.92,"Valor de R$ 12.664,92 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000307,TX000394,R008,Baixa,2026-03-06,Aberto,0.0,Lançamento sem categoria de despesa.
AC000308,TX000396,R004,Baixa,2025-11-29,Aberto,0.0,Pagamento liquidado em sábado.
AC000309,TX000397,R004,Baixa,2026-03-14,Em análise,0.0,Pagamento liquidado em sábado.
AC000310,TX000397,R009,Média,2026-03-14,Resolvido,660.86,"Brinde/hospitalidade de R$ 1.660,86 acima do teto de R$ 1.000,00."
AC000311,TX000398,R001,Alta,2025-07-18,Em análise,9392.31,"Valor de R$ 19.392,31 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000312,TX000398,R005,Alta,2025-07-18,Falso positivo,19392.31,Fornecedor com situação cadastral irregular na due diligence.
AC000313,TX000398,R010,Alta,2025-07-18,Falso positivo,19392.31,Pagamento a fornecedor sinalizado como parte relacionada.
AC000314,TX000403,R003,Alta,2025-10-07,Falso positivo,4541.37,Solicitante e aprovador são o mesmo colaborador.
AC000315,TX000404,R001,Alta,2025-08-20,Aberto,69987.59,"Valor de R$ 119.987,59 acima da alçada do aprovador (Coordenador, limite R$ 50.000,00)."
AC000316,TX000406,R001,Alta,2026-02-06,Em análise,41016.05,"Valor de R$ 91.016,05 acima da alçada do aprovador (Coordenador, limite R$ 50.000,00)."
AC000317,TX000406,R005,Alta,2026-02-06,Em análise,91016.05,Fornecedor com situação cadastral irregular na due diligence.
AC000318,TX000407,R002,Alta,2025-06-27,Em análise,843606.12,"Pagamento de R$ 843.606,12 a fornecedor sem contrato vigente (acima do limite de R$ 50.000,00)."
AC000319,TX000408,R005,Alta,2025-07-08,Aberto,758677.96,Fornecedor com situação cadastral irregular na due diligence.
AC000320,TX000408,R010,Alta,2025-07-08,Aberto,758677.96,Pagamento a fornecedor sinalizado como parte relacionada.
AC000321,TX000410,R005,Alta,2026-06-15,Falso positivo,1772.38,Fornecedor com situação cadastral irregular na due diligence.
AC000322,TX000410,R009,Média,2026-06-15,Aberto,772.38,"Brinde/hospitalidade de R$ 1.772,38 acima do teto de R$ 1.000,00."
AC000323,TX000415,R004,Baixa,2026-05-09,Em análise,0.0,Pagamento liquidado em sábado.
AC000324,TX000416,R003,Alta,2025-08-19,Aberto,7920.73,Solicitante e aprovador são o mesmo colaborador.
AC000325,TX000416,R005,Alta,2025-08-19,Aberto,7920.73,Fornecedor com situação cadastral irregular na due diligence.
AC000326,TX000418,R003,Alta,2025-11-05,Aberto,854.49,Solicitante e aprovador são o mesmo colaborador.
AC000327,TX000420,R001,Alta,2026-05-01,Resolvido,8203.75,"Valor de R$ 18.203,75 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000328,TX000422,R001,Alta,2025-11-17,Resolvido,10033.28,"Valor de R$ 60.033,28 acima da alçada do aprovador (Coordenador, limite R$ 50.000,00)."
AC000329,TX000422,R005,Alta,2025-11-17,Em análise,60033.28,Fornecedor com situação cadastral irregular na due diligence.
AC000330,TX000422,R008,Baixa,2025-11-17,Em análise,0.0,Lançamento sem categoria de despesa.
AC000331,TX000425,R005,Alta,2025-09-22,Em análise,740.53,Fornecedor com situação cadastral irregular na due diligence.
AC000332,TX000425,R010,Alta,2025-09-22,Em análise,740.53,Pagamento a fornecedor sinalizado como parte relacionada.
AC000333,TX000426,R004,Baixa,2025-11-02,Em análise,0.0,Pagamento liquidado em domingo.
AC000334,TX000427,R005,Alta,2025-12-08,Falso positivo,30907.26,Fornecedor com situação cadastral irregular na due diligence.
AC000335,TX000429,R001,Alta,2026-02-13,Resolvido,8252.08,"Valor de R$ 18.252,08 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000336,TX000431,R001,Alta,2026-02-09,Aberto,41690.02,"Valor de R$ 91.690,02 acima da alçada do aprovador (Coordenador, limite R$ 50.000,00)."
AC000337,TX000431,R005,Alta,2026-02-09,Aberto,91690.02,Fornecedor com situação cadastral irregular na due diligence.
AC000338,TX000431,R010,Alta,2026-02-09,Resolvido,91690.02,Pagamento a fornecedor sinalizado como parte relacionada.
AC000339,TX000433,R001,Alta,2026-05-16,Em análise,10668.8,"Valor de R$ 20.668,80 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000340,TX000433,R004,Baixa,2026-05-16,Em análise,0.0,Pagamento liquidado em sábado.
AC000341,TX000433,R005,Alta,2026-05-16,Em análise,20668.8,Fornecedor com situação cadastral irregular na due diligence.
AC000342,TX000433,R006,Média,2026-05-16,Em análise,20668.8,"Possível fracionamento: 7 pagamentos ao mesmo fornecedor em 10 dias somando R$ 50.570,55."
AC000343,TX000434,R001,Alta,2025-10-06,Em análise,9127.17,"Valor de R$ 19.127,17 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000344,TX000435,R010,Alta,2025-11-10,Aberto,5537.77,Pagamento a fornecedor sinalizado como parte relacionada.
AC000345,TX000436,R001,Alta,2025-07-01,Em análise,12786.82,"Valor de R$ 22.786,82 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000346,TX000436,R008,Baixa,2025-07-01,Em análise,0.0,Lançamento sem categoria de despesa.
AC000347,TX000438,R008,Baixa,2025-11-24,Aberto,0.0,Lançamento sem categoria de despesa.
AC000348,TX000439,R004,Baixa,2025-11-15,Em análise,0.0,Pagamento liquidado em sábado.
AC000349,TX000439,R010,Alta,2025-11-15,Falso positivo,21889.72,Pagamento a fornecedor sinalizado como parte relacionada.
AC000350,TX000441,R006,Média,2025-10-21,Falso positivo,461.59,"Possível fracionamento: 3 pagamentos ao mesmo fornecedor em 10 dias somando R$ 69.634,13."
AC000351,TX000441,R010,Alta,2025-10-21,Resolvido,461.59,Pagamento a fornecedor sinalizado como parte relacionada.
AC000352,TX000444,R005,Alta,2026-05-15,Aberto,2178.68,Fornecedor com situação cadastral irregular na due diligence.
AC000353,TX000444,R010,Alta,2026-05-15,Resolvido,2178.68,Pagamento a fornecedor sinalizado como parte relacionada.
AC000354,TX000446,R003,Alta,2026-03-23,Em análise,35587.29,Solicitante e aprovador são o mesmo colaborador.
AC000355,TX000446,R008,Baixa,2026-03-23,Resolvido,0.0,Lançamento sem categoria de despesa.
AC000356,TX000447,R005,Alta,2025-10-23,Aberto,8749.41,Fornecedor com situação cadastral irregular na due diligence.
AC000357,TX000447,R008,Baixa,2025-10-23,Em análise,0.0,Lançamento sem categoria de despesa.
AC000358,TX000447,R010,Alta,2025-10-23,Resolvido,8749.41,Pagamento a fornecedor sinalizado como parte relacionada.
AC000359,TX000450,R004,Baixa,2026-05-09,Em análise,0.0,Pagamento liquidado em sábado.
AC000360,TX000458,R005,Alta,2025-09-08,Aberto,111.91,Fornecedor com situação cadastral irregular na due diligence.
AC000361,TX000458,R010,Alta,2025-09-08,Aberto,111.91,Pagamento a fornecedor sinalizado como parte relacionada.
AC000362,TX000461,R003,Alta,2026-05-18,Resolvido,5161.65,Solicitante e aprovador são o mesmo colaborador.
AC000363,TX000461,R005,Alta,2026-05-18,Aberto,5161.65,Fornecedor com situação cadastral irregular na due diligence.
AC000364,TX000461,R006,Média,2026-05-18,Aberto,5161.65,"Possível fracionamento: 7 pagamentos ao mesmo fornecedor em 10 dias somando R$ 50.570,55."
AC000365,TX000462,R005,Alta,2026-03-02,Aberto,4931.96,Fornecedor com situação cadastral irregular na due diligence.
AC000366,TX000462,R010,Alta,2026-03-02,Falso positivo,4931.96,Pagamento a fornecedor sinalizado como parte relacionada.
AC000367,TX000463,R001,Alta,2026-04-11,Em análise,27506.72,"Valor de R$ 77.506,72 acima da alçada do aprovador (Coordenador, limite R$ 50.000,00)."
AC000368,TX000463,R004,Baixa,2026-04-11,Aberto,0.0,Pagamento liquidado em sábado.
AC000369,TX000464,R002,Alta,2025-08-06,Aberto,78554.88,"Pagamento de R$ 78.554,88 a fornecedor sem contrato vigente (acima do limite de R$ 50.000,00)."
AC000370,TX000466,R008,Baixa,2026-02-16,Aberto,0.0,Lançamento sem categoria de despesa.
AC000371,TX000469,R004,Baixa,2025-12-27,Resolvido,0.0,Pagamento liquidado em sábado.
AC000372,TX000470,R005,Alta,2025-11-24,Resolvido,8051.99,Fornecedor com situação cadastral irregular na due diligence.
AC000373,TX000470,R010,Alta,2025-11-24,Aberto,8051.99,Pagamento a fornecedor sinalizado como parte relacionada.
AC000374,TX000471,R004,Baixa,2025-09-14,Em análise,0.0,Pagamento liquidado em domingo.
AC000375,TX000471,R008,Baixa,2025-09-14,Resolvido,0.0,Lançamento sem categoria de despesa.
AC000376,TX000473,R010,Alta,2025-08-22,Aberto,394.68,Pagamento a fornecedor sinalizado como parte relacionada.
AC000377,TX000474,R003,Alta,2026-02-25,Aberto,7256.27,Solicitante e aprovador são o mesmo colaborador.
AC000378,TX000475,R001,Alta,2025-08-11,Resolvido,4873.86,"Valor de R$ 14.873,86 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000379,TX000475,R003,Alta,2025-08-11,Falso positivo,14873.86,Solicitante e aprovador são o mesmo colaborador.
AC000380,TX000476,R001,Alta,2025-12-18,Aberto,56599.36,"Valor de R$ 106.599,36 acima da alçada do aprovador (Coordenador, limite R$ 50.000,00)."
AC000381,TX000476,R008,Baixa,2025-12-18,Aberto,0.0,Lançamento sem categoria de despesa.
AC000382,TX000476,R010,Alta,2025-12-18,Falso positivo,106599.36,Pagamento a fornecedor sinalizado como parte relacionada.
AC000383,TX000481,R001,Alta,2025-08-14,Resolvido,12894.15,"Valor de R$ 62.894,15 acima da alçada do aprovador (Coordenador, limite R$ 50.000,00)."
AC000384,TX000481,R005,Alta,2025-08-14,Aberto,62894.15,Fornecedor com situação cadastral irregular na due diligence.
AC000385,TX000481,R010,Alta,2025-08-14,Aberto,62894.15,Pagamento a fornecedor sinalizado como parte relacionada.
AC000386,TX000482,R001,Alta,2026-04-16,Em análise,253051.65,"Valor de R$ 453.051,65 acima da alçada do aprovador (Gerente, limite R$ 200.000,00)."
AC000387,TX000484,R004,Baixa,2026-05-09,Em análise,0.0,Pagamento liquidado em sábado.
AC000388,TX000484,R005,Alta,2026-05-09,Em análise,4428.1,Fornecedor com situação cadastral irregular na due diligence.
AC000389,TX000484,R006,Média,2026-05-09,Aberto,4428.1,"Possível fracionamento: 7 pagamentos ao mesmo fornecedor em 10 dias somando R$ 50.570,55."
AC000390,TX000484,R009,Média,2026-05-09,Resolvido,3428.1,"Brinde/hospitalidade de R$ 4.428,10 acima do teto de R$ 1.000,00."
AC000391,TX000486,R008,Baixa,2025-09-15,Aberto,0.0,Lançamento sem categoria de despesa.
AC000392,TX000487,R004,Baixa,2026-03-14,Aberto,0.0,Pagamento liquidado em sábado.
AC000393,TX000489,R002,Alta,2025-12-01,Resolvido,615116.01,"Pagamento de R$ 615.116,01 a fornecedor sem contrato vigente (acima do limite de R$ 50.000,00)."
AC000394,TX000489,R005,Alta,2025-12-01,Aberto,615116.01,Fornecedor com situação cadastral irregular na due diligence.
AC000395,TX000490,R008,Baixa,2026-03-13,Aberto,0.0,Lançamento sem categoria de despesa.
AC000396,TX000490,R010,Alta,2026-03-13,Falso positivo,434818.45,Pagamento a fornecedor sinalizado como parte relacionada.
AC000397,TX000491,R005,Alta,2026-06-03,Em análise,5397.66,Fornecedor com situação cadastral irregular na due diligence.
AC000398,TX000491,R006,Média,2026-06-03,Em análise,5397.66,"Possível fracionamento: 3 pagamentos ao mesmo fornecedor em 10 dias somando R$ 58.042,67."
AC000399,TX000498,R003,Alta,2025-11-12,Resolvido,2654.41,Solicitante e aprovador são o mesmo colaborador.
AC000400,TX000499,R005,Alta,2026-06-01,Aberto,166103.48,Fornecedor com situação cadastral irregular na due diligence.
AC000401,TX000500,R006,Média,2025-10-22,Falso positivo,42920.0,"Possível fracionamento: 3 pagamentos ao mesmo fornecedor em 10 dias somando R$ 69.634,13."
AC000402,TX000500,R010,Alta,2025-10-22,Aberto,42920.0,Pagamento a fornecedor sinalizado como parte relacionada.
AC000403,TX000504,R001,Alta,2025-11-29,Aberto,72154.23,"Valor de R$ 122.154,23 acima da alçada do aprovador (Coordenador, limite R$ 50.000,00)."
AC000404,TX000504,R010,Alta,2025-11-29,Resolvido,122154.23,Pagamento a fornecedor sinalizado como parte relacionada.
AC000405,TX000505,R002,Alta,2026-02-19,Aberto,50493.51,"Pagamento de R$ 50.493,51 a fornecedor sem contrato vigente (acima do limite de R$ 50.000,00)."
AC000406,TX000508,R002,Alta,2025-10-04,Resolvido,127744.04,"Pagamento de R$ 127.744,04 a fornecedor sem contrato vigente (acima do limite de R$ 50.000,00)."
AC000407,TX000508,R004,Baixa,2025-10-04,Aberto,0.0,Pagamento liquidado em sábado.
AC000408,TX000509,R001,Alta,2025-08-07,Em análise,859868.48,"Valor de R$ 1.859.868,48 acima da alçada do aprovador (Diretor, limite R$ 1.000.000,00)."
AC000409,TX000509,R002,Alta,2025-08-07,Em análise,1859868.48,"Pagamento de R$ 1.859.868,48 a fornecedor sem contrato vigente (acima do limite de R$ 50.000,00)."
AC000410,TX000509,R005,Alta,2025-08-07,Resolvido,1859868.48,Fornecedor com situação cadastral irregular na due diligence.
AC000411,TX000509,R008,Baixa,2025-08-07,Aberto,0.0,Lançamento sem categoria de despesa.
AC000412,TX000510,R003,Alta,2026-03-19,Aberto,5305.19,Solicitante e aprovador são o mesmo colaborador.
AC000413,TX000513,R004,Baixa,2026-04-04,Aberto,0.0,Pagamento liquidado em sábado.
AC000414,TX000514,R003,Alta,2026-03-09,Aberto,7488.68,Solicitante e aprovador são o mesmo colaborador.
AC000415,TX000515,R008,Baixa,2026-02-17,Aberto,0.0,Lançamento sem categoria de despesa.
AC000416,TX000520,R008,Baixa,2025-08-18,Em análise,0.0,Lançamento sem categoria de despesa.
AC000417,TX000523,R005,Alta,2025-11-24,Em análise,139460.54,Fornecedor com situação cadastral irregular na due diligence.
AC000418,TX000529,R001,Alta,2025-08-23,Em análise,41242.26,"Valor de R$ 91.242,26 acima da alçada do aprovador (Coordenador, limite R$ 50.000,00)."
AC000419,TX000529,R003,Alta,2025-08-23,Aberto,91242.26,Solicitante e aprovador são o mesmo colaborador.
AC000420,TX000529,R004,Baixa,2025-08-23,Aberto,0.0,Pagamento liquidado em sábado.
AC000421,TX000532,R004,Baixa,2026-02-21,Resolvido,0.0,Pagamento liquidado em sábado.
AC000422,TX000532,R008,Baixa,2026-02-21,Aberto,0.0,Lançamento sem categoria de despesa.
AC000423,TX000533,R001,Alta,2026-03-03,Em análise,63953.14,"Valor de R$ 113.953,14 acima da alçada do aprovador (Coordenador, limite R$ 50.000,00)."
AC000424,TX000533,R002,Alta,2026-03-03,Falso positivo,113953.14,"Pagamento de R$ 113.953,14 a fornecedor sem contrato vigente (acima do limite de R$ 50.000,00)."
AC000425,TX000534,R004,Baixa,2026-03-21,Aberto,0.0,Pagamento liquidado em sábado.
AC000426,TX000537,R004,Baixa,2026-03-01,Em análise,0.0,Pagamento liquidado em domingo.
AC000427,TX000538,R005,Alta,2025-07-09,Aberto,162744.92,Fornecedor com situação cadastral irregular na due diligence.
AC000428,TX000540,R004,Baixa,2026-04-11,Em análise,0.0,Pagamento liquidado em sábado.
AC000429,TX000540,R005,Alta,2026-04-11,Falso positivo,7234.87,Fornecedor com situação cadastral irregular na due diligence.
AC000430,TX000542,R005,Alta,2026-05-11,Resolvido,2924.94,Fornecedor com situação cadastral irregular na due diligence.
AC000431,TX000542,R006,Média,2026-05-11,Em análise,2924.94,"Possível fracionamento: 7 pagamentos ao mesmo fornecedor em 10 dias somando R$ 50.570,55."
AC000432,TX000542,R009,Média,2026-05-11,Falso positivo,1924.94,"Brinde/hospitalidade de R$ 2.924,94 acima do teto de R$ 1.000,00."
AC000433,TX000543,R005,Alta,2025-12-25,Em análise,43832.82,Fornecedor com situação cadastral irregular na due diligence.
AC000434,TX000543,R010,Alta,2025-12-25,Aberto,43832.82,Pagamento a fornecedor sinalizado como parte relacionada.
AC000435,TX000544,R003,Alta,2025-07-11,Aberto,1678.92,Solicitante e aprovador são o mesmo colaborador.
AC000436,TX000548,R005,Alta,2026-01-26,Aberto,5532.53,Fornecedor com situação cadastral irregular na due diligence.
AC000437,TX000548,R008,Baixa,2026-01-26,Resolvido,0.0,Lançamento sem categoria de despesa.
AC000438,TX000549,R008,Baixa,2025-06-25,Falso positivo,0.0,Lançamento sem categoria de despesa.
AC000439,TX000550,R001,Alta,2025-12-08,Resolvido,29880.77,"Valor de R$ 79.880,77 acima da alçada do aprovador (Coordenador, limite R$ 50.000,00)."
AC000440,TX000551,R001,Alta,2026-02-07,Falso positivo,6660.86,"Valor de R$ 16.660,86 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000441,TX000551,R004,Baixa,2026-02-07,Em análise,0.0,Pagamento liquidado em sábado.
AC000442,TX000551,R005,Alta,2026-02-07,Aberto,16660.86,Fornecedor com situação cadastral irregular na due diligence.
